BacDMH6301	BacDMH6302	BacDMH6303	BacDMH6304	BacDMH6305	BacDMH6306	BacDMH6307	BacDMH6308	BacDMH6309	BacDMH6310	BacDMH6311	BacDMH6312	BacDMH6313	BacDMH6314	BacDMH6315	BacWMH6301	BacWMH6302	BacWMH6303	BacWMH6304	BacWMH6305	BacWMH6306	BacWMH6307	BacWMH6308	BacWMH6309	BacWMH6310	BacWMH6311	BacWMH6312	BacWMH6313	BacWMH6314	BacWMH6315	BacDMH63ZH01	BacDMH63ZH02	BacDMH63ZH03	BacDMH63ZH04	BacDMH63ZH05	BacDMH63ZH06	BacDMH63ZH07	BacDMH63ZH08	BacDMH63ZH09	BacDMH63ZH10	BacDMH63ZH11	BacDMH63ZH12	BacDMH63ZH13	BacDMH63ZH14	BacDMH63ZH15	BacWMH63ZH01	BacWMH63ZH02	BacWMH63ZH03	BacWMH63ZH04	BacWMH63ZH05	BacWMH63ZH06	BacWMH63ZH07	BacWMH63ZH08	BacWMH63ZH09	BacWMH63ZH10	BacWMH63ZH11	BacWMH63ZH12	BacWMH63ZH13	BacWMH63ZH14	BacWMH63ZH15	BacDWYJ01	BacDWYJ02	BacDWYJ03	BacDWYJ04	BacDWYJ05	BacDWYJ06	BacDWYJ07	BacDWYJ08	BacDWYJ09	BacDWYJ10	BacDWYJ11	BacDWYJ12	BacDWYJ13	BacDWYJ14	BacDWYJ15	BacWWYJ01	BacWWYJ02	BacWWYJ03	BacWWYJ04	BacWWYJ05	BacWWYJ06	BacWWYJ07	BacWWYJ08	BacWWYJ09	BacWWYJ10	BacWWYJ11	BacWWYJ12	BacWWYJ13	BacWWYJ14	BacWWYJ15	Bac2DWYJ01	Bac2DWYJ02	Bac2DWYJ03	Bac2DWYJ04	Bac2DWYJ05	Bac2DWYJ06	Bac2DWYJ07	Bac2DWYJ08	Bac2DWYJ09	Bac2DWYJ10	Bac2DWYJ11	Bac2DWYJ12	Bac2DWYJ13	Bac2DWYJ14	Bac2DWYJ15	Bac2WWYJ01	Bac2WWYJ02	Bac2WWYJ03	Bac2WWYJ04	Bac2WWYJ05	Bac2WWYJ06	Bac2WWYJ07	Bac2WWYJ08	Bac2WWYJ09	Bac2WWYJ10	Bac2WWYJ11	Bac2WWYJ12	Bac2WWYJ13	Bac2WWYJ14	Bac2WWYJ15	Bac2DMH6301	Bac2DMH6302	Bac2DMH6303	Bac2DMH6304	Bac2DMH6305	Bac2DMH6306	Bac2DMH6307	Bac2DMH6308	Bac2DMH6309	Bac2DMH6310	Bac2DMH6311	Bac2DMH6312	Bac2WMH6301	Bac2WMH6302	Bac2WMH6303	Bac2WMH6304	Bac2WMH6305	Bac2WMH6306	Bac2WMH6307	Bac2WMH6308	Bac2WMH6309	Bac2WMH6310	Bac2WMH6311	Bac2WMH6312	Bac2DMH63ZH01	Bac2DMH63ZH02	Bac2DMH63ZH03	Bac2DMH63ZH04	Bac2DMH63ZH05	Bac2DMH63ZH06	Bac2DMH63ZH07	Bac2DMH63ZH08	Bac2DMH63ZH09	Bac2DMH63ZH10	Bac2DMH63ZH11	Bac2DMH63ZH12	Bac2DMH63ZH13	Bac2DMH63ZH14	Bac2DMH63ZH15	Bac2WMH63ZH01	Bac2WMH63ZH02	Bac2WMH63ZH03	Bac2WMH63ZH04	Bac2WMH63ZH05	Bac2WMH63ZH06	Bac2WMH63ZH07	Bac2WMH63ZH08	Bac2WMH63ZH09	Bac2WMH63ZH10	Bac2WMH63ZH11	Bac2WMH63ZH12	Bac2WMH63ZH13	Bac2WMH63ZH14	Bac2WMH63ZH15	BacDBS01	BacDBS02	BacDBS03	BacDBS04	BacDBS05	BacDBS06	BacWBS01	BacWBS02	BacWBS03	BacWBS04	BacWBS05	BacWBS06	Bac2DBS01	Bac2DBS02	Bac2DBS03	Bac2DBS04	Bac2DBS05	Bac2DBS06	Bac2WBS01	Bac2WBS02	Bac2WBS03	Bac2WBS04	Bac2WBS05	Bac2WBS06
bacOTU_17	84	191	35	218	155	221	262	286	375	288	72	80	71	155	184	133	47	63	24	154	22	17	12	11	37	44	6	35	36	26	142	14	48	69	5	32	37	429	30	433	54	132	57	92	174	33	17	24	317	16	1	81	96	52	17	44	212	34	28	9	337	197	312	234	271	415	254	496	127	351	540	122	123	86	52	32	21	13	60	22	58	10	4	36	28	71	32	38	159	94	34	38	53	20	36	30	101	47	7	141	55	56	98	56	29	28	42	23	16	10	38	12	24	20	21	29	31	9	28	23	9	3	7	6	8	6	6	12	20	18	3	16	36	14	33	22	2	3	6	8	35	8	2	4	9	31	1	7	6	29	4	18	4	10	3	8	15	11	28	37	31	28	21	12	7	28	74	22	23	21	28	64	142	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
bacOTU_205	83	4	14	54	34	9	87	48	9	1	9	43	2	0	4	3	5	0	0	4	5	0	1	0	0	3	0	0	1	1	10	0	0	0	0	0	1	0	1	1	32	10	18	10	13	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	7	211	415	1	24	6	7	8	12	29	31	1	1	7	5	0	0	0	0	0	0	0	0	0	0	0	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bacOTU_32	76	463	212	258	102	93	496	64	58	161	347	104	251	25	304	10	2	42	22	48	47	8	38	42	70	103	62	56	51	3	49	41	149	28	102	29	99	109	70	12	203	66	72	91	477	33	9	31	2	42	50	42	5	47	5	0	46	35	47	164	56	63	56	35	26	73	40	71	116	222	57	117	224	38	51	1	3	11	1	5	2	7	16	24	7	5	2	6	9	8	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	1	0	0	1	0	0	0	0	0	0	1	0	2	0	2	0	0	2	2	7	0	0	122	0	0	0	3	0	0	1	0	1	0	0	9	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	1	2	1	1	0	0	0	3	3	0	3	0	0	2	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bacOTU_86	73	78	36	25	158	50	135	31	164	31	57	37	64	445	32	14	2	2	1	0	12	12	0	6	13	7	18	15	12	8	144	41	30	78	58	145	50	75	49	23	69	30	80	38	51	6	9	13	66	11	2	6	23	8	11	1	30	319	6	6	10	8	11	2	1	32	6	4	3	8	12	2	9	2	0	1	1	1	0	1	3	0	0	0	0	2	0	0	1	6	3	0	0	1	0	0	3	14	0	0	1	2	0	0	7	0	0	1	0	0	0	0	3	1	0	0	1	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	1	0	0	0	0	0	2	0	1	3	0	0	0	0	1	0	0	0	0	0	1	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bacOTU_46	70	12	13	32	73	15	9	14	52	11	47	34	33	9	15	188	40	41	33	48	39	17	42	18	18	36	80	43	146	114	16	16	35	29	21	10	12	34	9	16	32	39	22	17	20	49	49	76	51	109	43	55	35	63	111	23	48	62	99	68	10	3	14	8	5	24	8	10	23	7	33	7	16	37	23	157	39	74	83	104	48	56	53	47	47	44	28	25	102	44	1	6	6	5	4	110	18	15	18	31	7	18	10	34	11	30	8	7	52	16	10	15	20	21	34	53	25	15	22	116	12	7	12	12	1	5	4	3	49	21	117	6	37	61	28	30	28	4	23	22	31	16	30	49	10	20	18	32	25	9	12	19	12	8	6	14	8	3	9	17	33	63	134	71	35	45	48	86	39	33	60	41	105	68	0	0	0	0	0	0	0	0	0	1	0	0	2	2	1	2	1	5	2	0	2	0	1	0
bacOTU_73	66	112	140	59	26	63	40	44	76	64	55	39	55	22	121	15	12	21	16	12	54	12	39	12	30	24	40	27	33	14	119	77	135	63	103	97	73	117	63	25	36	57	79	111	81	7	22	25	10	28	11	30	7	14	15	5	9	7	22	11	5	14	21	10	4	11	8	12	27	13	11	19	22	2	19	4	24	18	0	21	7	27	15	17	3	9	4	32	25	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	2	0	0	1	1	0	1	1	0	0	0	6	11	0	7	0	1	1	0	0	42	8	0	0	22	0	2	6	1	2	5	0	17	10	119	0	2	1	1	2	0	9	0	0	0	1	5	0	93	0	0	0	1	5	0	1	1	0	0	1	0	28	1	4	2	0	1	6	2	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
bacOTU_386	59	41	0	1	1	337	3	5	0	0	5	3	0	1	7	19	0	0	0	1	2	0	0	0	0	2	2	0	5	0	0	5	1	33	2	7	3	23	2	1	0	11	14	3	0	1	3	4	10	0	0	13	22	4	2	2	2	0	1	0	2	2	16	6	1	28	0	1	0	27	17	7	4	0	0	2	1	0	4	1	0	0	0	0	1	2	0	2	4	0	4	0	0	0	0	1	1	0	1	0	2	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
bacOTU_106	57	193	68	25	20	38	16	31	33	33	14	34	16	23	25	1	2	2	9	2	4	1	0	3	15	0	2	3	17	5	76	52	48	81	43	53	25	201	55	26	45	122	54	41	5	1	3	1	13	2	7	13	1	1	8	1	3	64	0	1	34	26	34	20	18	53	18	23	88	21	27	9	70	9	6	4	32	7	4	2	4	9	10	15	0	9	9	4	36	4	3	3	8	6	1	6	28	11	5	8	7	3	14	19	6	3	1	4	4	2	2	0	0	3	4	1	5	0	6	5	2	3	2	6	2	0	4	1	4	2	1	1	1	4	4	1	1	1	0	22	1	3	0	0	5	9	4	10	3	2	4	3	6	2	5	3	7	2	5	5	6	2	5	1	3	1	44	2	11	4	6	5	4	3	3	0	1	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0
bacOTU_110	56	12	14	54	20	83	62	161	11	38	135	38	14	170	25	6	0	63	0	0	2	0	1	0	1	2	3	0	2	0	77	37	21	63	53	28	22	104	84	19	35	137	19	52	19	1	4	3	5	2	1	3	14	5	1	1	12	1	49	0	33	25	21	22	18	17	19	42	70	43	22	50	65	31	3	1	0	3	0	2	6	0	0	12	0	106	8	8	7	2	1	0	1	1	0	0	4	3	1	0	0	1	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	8	3	0	1	2	0	0	1	0	1	2	2	0	0	1	0	0	1	0	0	3	1	1	4	0	2	10	1	14	3	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bacOTU_281	55	22	16	10	4	32	24	48	11	43	45	22	3	133	3	0	1	4	1	1	0	1	2	0	0	0	1	1	0	2	9	3	4	4	1	12	0	6	23	3	5	5	5	8	3	2	1	11	1	1	0	26	1	0	3	3	2	1	1	3	21	5	8	20	13	7	26	31	3	56	12	11	6	4	3	7	3	1	0	0	7	5	0	1	0	1	5	2	31	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
bacOTU_69	54	246	336	137	233	57	112	61	40	150	248	127	260	101	179	14	6	11	14	4	79	6	20	98	21	27	41	8	21	38	93	95	121	52	38	9	48	19	5	15	73	58	61	20	12	31	5	7	1	10	1	62	0	10	34	0	14	11	9	10	0	11	2	0	2	0	0	2	2	0	0	0	1	1	0	0	3	16	2	1	0	9	5	1	0	3	0	7	0	4	1	0	0	0	1	0	2	1	0	1	2	5	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	1	3	8	33	10	4	43	18	3	12	11	0	0	0	0	7	0	0	0	0	11	1	8	4	3	7	1	16	1	3	2	13	12	44	45	3	6	0	0	2	7	0	3	1	0	0	1	9	5	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
bacOTU_22	53	46	155	108	97	241	180	143	63	434	13	120	14	1504	555	107	349	99	78	20	20	3	1	15	6	28	1	101	17	7	137	2	4	52	32	379	92	182	20	15	1	36	2	322	1	57	1	96	64	22	2	97	47	102	7	111	21	63	57	2	126	45	220	322	280	92	212	146	607	244	140	64	210	32	136	5	26	5	34	20	72	37	7	31	4	25	107	170	99	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	6	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	1	0	0	4	0	0	0	1	1	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0
bacOTU_29	53	51	58	72	45	71	31	106	54	140	56	37	34	75	32	22	33	19	23	12	24	13	21	13	19	29	25	23	16	23	59	53	65	79	71	57	54	81	64	29	83	65	88	94	36	21	19	27	7	31	5	43	9	27	17	8	16	17	24	19	23	20	17	9	10	23	17	28	44	33	47	33	42	20	22	40	36	35	23	31	48	15	24	33	27	20	32	37	10	40	30	47	42	33	50	43	73	84	81	54	122	68	58	85	67	136	50	55	123	84	58	58	60	58	73	73	82	133	68	98	18	52	49	19	26	33	44	33	22	30	32	26	29	27	24	33	22	20	38	26	26	37	10	41	51	40	37	71	66	5	34	54	77	52	58	51	34	81	42	79	22	56	53	94	53	60	70	78	46	47	44	87	112	45	20	35	15	32	17	48	50	21	60	16	45	60	22	21	23	15	19	20	18	14	18	24	19	16
bacOTU_55	52	12	48	11	7	85	18	111	67	25	41	19	8	40	29	70	49	63	33	33	39	18	24	9	48	60	21	49	48	24	29	24	39	46	52	36	28	28	64	22	25	33	23	108	36	51	17	35	4	34	8	75	16	67	44	22	21	17	36	34	64	48	33	28	10	52	43	72	138	94	122	67	117	48	83	74	104	100	98	89	185	60	58	102	71	70	129	71	108	125	1	0	2	0	0	0	0	1	1	1	2	0	1	1	3	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	1	0	2	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	2	2	1	0	0	1	0	1	3	22	46	5	48	16	46	31	35	32	23	29	22	1	0	0	0	0	0	0	1	1	0	1	1
bacOTU_217	51	15	18	6	7	12	2	9	5	12	18	34	13	8	9	3	3	1	2	4	3	2	4	8	4	7	3	2	7	8	29	3	2	14	11	6	3	30	13	6	15	6	7	8	14	4	1	3	1	1	0	5	5	10	1	2	2	5	5	1	16	3	9	1	2	9	0	3	6	14	1	4	13	3	1	1	0	1	1	0	0	0	3	0	1	0	1	1	1	0	5	10	9	8	3	12	3	9	8	5	6	4	6	10	10	10	17	7	13	1	1	1	6	1	0	6	4	2	5	6	10	8	3	14	35	5	14	6	27	9	15	22	4	8	8	4	3	9	3	3	9	11	4	5	9	12	10	25	12	7	16	32	32	12	30	20	21	29	15	21	5	7	11	6	5	6	27	6	11	9	12	2	17	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0
bacOTU_33	51	93	41	65	47	55	29	80	23	27	115	60	28	63	45	231	276	154	213	186	166	421	202	103	130	156	144	85	74	56	11	15	14	10	5	38	8	8	27	21	53	21	37	28	34	134	122	78	102	77	68	107	66	91	116	80	77	217	94	56	56	130	63	59	95	49	42	84	33	46	41	76	67	68	31	35	31	94	30	52	36	43	54	62	136	30	97	73	72	58	8	9	15	5	2	1	4	2	8	3	7	39	6	4	6	0	4	2	3	3	2	1	16	4	2	1	2	2	6	2	2	11	1	14	7	19	3	3	7	6	21	3	15	31	6	51	30	7	14	1	11	6	9	6	9	2	1	0	15	33	10	8	3	1	3	10	6	6	28	13	5	14	4	5	18	17	3	1	4	6	5	7	28	21	1	1	1	0	4	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1
bacOTU_144	50	46	37	52	15	128	63	28	76	35	38	35	8	21	18	12	16	19	14	7	10	1	10	0	8	9	4	18	6	3	1	0	4	5	1	3	4	3	5	10	25	3	19	14	16	15	7	13	2	11	34	12	27	3	3	5	11	8	18	6	38	95	36	7	12	16	16	43	39	103	66	37	64	59	20	18	43	16	29	35	35	29	40	86	9	46	50	57	26	127	0	1	0	0	1	1	0	1	1	0	1	0	2	0	1	0	0	0	2	1	1	1	2	1	0	0	3	13	0	2	3	2	0	0	1	6	0	0	2	0	0	2	2	4	1	0	3	6	0	2	0	2	0	2	2	0	0	0	6	0	3	2	0	1	1	0	0	7	0	0	0	0	0	2	1	0	1	2	0	1	0	6	1	0	5	7	6	1	5	2	15	0	6	8	4	3	3	1	1	1	0	1	0	2	0	0	0	1
bacOTU_3179	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	1	0	0	0	1	0	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bacOTU_728	49	0	8	1	5	2	8	2	0	3	6	4	0	2	3	1	0	0	3	0	0	1	6	2	0	0	0	2	2	0	0	0	4	0	2	3	8	2	5	4	4	4	1	7	41	0	0	1	1	2	0	0	0	1	0	1	0	1	0	0	3	5	3	0	0	11	6	3	1	12	5	25	16	5	14	0	3	7	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	2	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	26	0	0	1	0	0	0	2	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0
bacOTU_141	44	11	53	30	9	49	18	21	46	5	12	12	10	5	10	10	3	41	10	8	19	6	12	4	33	8	42	29	41	26	26	9	29	14	6	26	14	29	14	4	7	12	8	59	36	12	31	26	6	9	10	29	25	11	33	4	19	4	43	7	16	48	28	10	7	16	36	34	77	41	44	22	51	30	23	31	80	23	1	22	71	9	12	31	17	11	33	46	18	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
bacOTU_119	42	259	36	78	43	27	24	10	5	39	32	44	66	14	52	1	27	1	3	1	2	0	0	5	1	2	2	18	63	4	168	56	40	23	30	7	14	83	13	11	18	36	19	39	12	2	3	1	3	1	1	9	4	2	3	4	13	5	3	0	22	56	129	8	18	181	13	19	4	40	3	4	7	18	0	1	2	5	0	2	1	4	10	0	2	0	12	9	4	2	8	8	8	7	1	6	10	7	2	7	13	5	4	8	7	5	10	11	4	5	6	4	2	6	3	6	4	3	10	4	2	4	2	8	1	6	8	4	53	5	1	5	9	10	4	2	4	2	10	2	5	4	2	0	8	10	2	5	8	28	1	2	7	4	2	10	11	2	11	13	6	1	18	6	1	4	19	3	7	8	4	6	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0
bacOTU_123	42	22	16	16	24	61	51	35	12	0	70	11	30	57	18	35	35	23	16	44	33	50	26	17	30	23	17	10	35	13	7	15	2	4	5	10	0	11	41	42	17	8	9	3	14	19	14	21	22	4	19	17	13	8	15	12	32	7	14	9	16	54	21	30	33	12	5	81	23	38	39	13	8	29	2	11	6	10	7	5	4	5	12	12	24	6	17	10	8	8	7	15	3	2	3	2	1	0	2	5	4	2	0	1	0	3	30	8	3	3	26	4	0	8	1	23	6	2	3	4	4	5	1	21	11	28	7	4	13	56	4	18	3	16	31	15	40	14	5	16	18	1	19	8	4	24	6	3	42	89	1	4	12	1	2	0	15	3	5	9	12	19	2	3	5	6	3	4	7	5	14	12	7	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
bacOTU_124	42	352	63	29	35	5	11	29	6	25	68	22	25	3	9	12	3	0	3	16	31	3	20	4	5	6	3	31	10	1	57	44	108	94	43	141	109	98	35	18	31	162	129	75	125	1	5	3	1	0	13	0	0	0	1	0	0	6	1	1	2	11	1	0	0	1	0	23	0	1	1	2	0	1	0	0	0	0	0	6	0	2	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	3	2	1	3	0	0	0	0	0	0	0	0	1	0	0	0	10	0	0	0	0	0	0	0	1	1	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2	0
bacOTU_36	42	94	17	39	5	88	24	132	298	89	77	3	1	238	15	227	130	97	8	11	2	5	5	12	38	2	9	52	53	3	62	6	13	21	4	187	33	102	21	2	6	56	2	49	30	6	5	61	2	10	10	33	12	12	2	10	20	18	6	6	416	60	106	216	58	62	253	185	133	261	221	51	234	81	123	6	33	4	38	31	157	115	12	58	4	155	23	20	21	107	2	0	2	2	3	1	2	4	2	1	3	0	0	2	19	3	0	0	0	1	1	0	0	1	0	2	0	2	1	0	0	1	4	3	0	1	1	0	0	0	39	0	1	1	1	2	24	2	2	0	0	0	1	6	3	0	0	1	1	1	0	0	2	1	0	0	1	1	0	3	5	0	14	2	5	0	0	8	0	0	1	76	22	2	0	4	0	2	0	3	0	1	2	2	2	0	0	0	0	0	0	0	1	4	0	1	3	0
bacOTU_93	42	71	23	8	34	45	32	56	5	186	43	39	17	17	22	4	26	10	8	4	4	8	8	4	3	6	4	17	10	10	27	42	16	16	17	29	24	14	62	12	33	77	30	53	27	29	6	12	5	15	1	17	11	13	11	6	10	10	15	6	45	45	33	19	100	90	28	107	55	85	53	31	32	27	20	12	25	4	9	13	17	17	5	19	9	11	9	2	9	11	2	0	4	3	0	1	4	4	2	4	7	2	0	4	1	6	0	5	1	2	3	5	6	2	16	7	7	2	5	6	6	2	2	12	4	4	5	1	14	1	1	4	0	2	4	3	47	3	5	25	2	3	1	1	2	2	1	23	5	0	5	7	17	2	6	5	0	1	2	3	4	3	9	7	0	32	6	6	3	3	0	41	5	5	9	9	3	15	15	9	4	7	11	8	48	54	4	3	2	1	1	2	2	2	2	4	3	3
bacOTU_82	41	38	34	49	27	71	33	183	59	125	21	20	17	197	26	55	5	31	2	9	9	3	7	0	4	20	10	6	10	14	19	4	29	36	5	16	6	9	9	112	16	24	13	51	148	7	10	6	47	11	1	24	13	13	5	3	71	6	3	2	82	74	216	51	86	73	48	66	15	55	71	22	59	21	13	6	8	26	4	1	8	0	4	9	4	24	2	21	13	6	5	13	29	1	6	2	27	2	18	38	6	16	7	23	0	2	0	5	2	5	4	0	0	0	2	1	17	0	6	1	4	0	2	3	11	3	5	1	1	2	1	27	3	2	4	0	0	1	0	0	4	5	1	0	8	25	1	1	7	2	1	4	2	3	0	0	0	0	4	10	9	1	3	1	1	3	28	3	12	2	0	3	6	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bacOTU_96	41	8	21	19	22	51	25	71	26	25	29	19	11	50	20	76	87	40	19	17	12	7	7	11	16	14	11	63	18	7	13	4	11	39	23	52	23	14	25	13	17	22	13	50	36	34	9	21	6	25	5	32	13	58	9	40	8	47	39	12	17	14	13	12	21	21	11	43	38	40	36	19	22	15	17	41	144	44	289	55	105	88	110	61	38	38	57	34	78	79	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2	2	3	0	0	0	1	1	0	0	0	0	0	0	0	7	5	5	4	2	2	8	18	4	4	14	11	1	0	0	0	0	0	0	0	0	2	1	0
bacOTU_99	40	50	69	28	33	57	52	62	18	51	34	44	29	150	33	49	7	6	2	5	11	5	2	7	10	5	13	37	10	7	81	40	49	143	40	48	35	37	54	39	37	45	41	85	25	7	4	9	20	3	2	55	14	8	4	3	7	4	8	1	20	13	17	12	8	28	6	21	22	12	21	13	18	13	7	0	5	1	0	0	6	1	3	1	0	2	9	7	7	7	15	10	19	7	6	1	30	16	13	19	24	18	16	17	16	5	5	2	1	8	2	11	0	2	3	3	4	5	8	6	6	7	6	9	6	9	15	10	9	13	5	9	3	8	5	2	3	6	5	4	2	6	3	1	16	5	8	14	6	2	10	7	14	18	19	14	10	16	16	11	1	4	7	6	8	12	11	3	11	7	3	14	5	16	7	0	5	0	4	0	0	0	0	0	0	0	1	2	5	3	0	5	4	6	1	3	4	1
bacOTU_5	38	3	6	14	5	100	15	182	111	54	5	7	4	26	35	295	318	186	202	143	125	296	247	81	134	50	89	73	47	95	153	115	50	104	116	227	786	395	781	114	121	94	99	499	478	343	123	110	63	241	40	107	59	471	172	117	69	192	390	282	42	10	11	10	5	28	44	52	163	134	96	147	270	309	142	762	993	1158	859	772	887	788	418	485	526	692	294	416	528	311	1600	864	1084	1422	1273	1150	887	1213	1049	894	940	740	1164	555	1193	308	230	245	478	373	208	171	373	269	97	310	186	399	184	357	741	1026	1176	512	1050	744	1572	1286	530	1074	987	622	599	358	479	665	381	332	643	330	286	272	335	432	872	629	647	1387	519	234	487	666	443	1120	1324	706	372	641	433	427	482	206	740	273	461	688	262	290	472	588	731	458	290	574	54	12	69	4	72	14	14	30	6	15	20	19	51	62	59	69	44	71	68	58	44	59	57	40
