ID	Fun2DMH6301	Fun2DMH6302	Fun2DMH6303	Fun2DMH6304	Fun2DMH6305	Fun2DMH6306	Fun2DMH6307	Fun2DMH6308	Fun2DMH6309	Fun2DMH6310	Fun2DMH6311	Fun2DMH6312	Fun2DMH63ZH01	Fun2DMH63ZH02	Fun2DMH63ZH03	Fun2DMH63ZH04	Fun2DMH63ZH05	Fun2DMH63ZH06	Fun2DMH63ZH07	Fun2DMH63ZH08	Fun2DMH63ZH09	Fun2DMH63ZH10	Fun2DMH63ZH11	Fun2DMH63ZH12	Fun2DMH63ZH13	Fun2DMH63ZH14	Fun2DMH63ZH15	Fun2DWYJ01	Fun2DWYJ02	Fun2DWYJ03	Fun2DWYJ04	Fun2DWYJ05	Fun2DWYJ06	Fun2DWYJ07	Fun2DWYJ08	Fun2DWYJ09	Fun2DWYJ10	Fun2DWYJ11	Fun2DWYJ12	Fun2DWYJ13	Fun2DWYJ14	Fun2DWYJ15	Fun2WMH6301	Fun2WMH6302	Fun2WMH6303	Fun2WMH6304	Fun2WMH6305	Fun2WMH6306	Fun2WMH6307	Fun2WMH6308	Fun2WMH6309	Fun2WMH6310	Fun2WMH6311	Fun2WMH6312	Fun2WMH63ZH01	Fun2WMH63ZH02	Fun2WMH63ZH03	Fun2WMH63ZH04	Fun2WMH63ZH05	Fun2WMH63ZH06	Fun2WMH63ZH07	Fun2WMH63ZH08	Fun2WMH63ZH09	Fun2WMH63ZH10	Fun2WMH63ZH11	Fun2WMH63ZH12	Fun2WMH63ZH13	Fun2WMH63ZH14	Fun2WMH63ZH15	Fun2WWYJ01	Fun2WWYJ02	Fun2WWYJ03	Fun2WWYJ04	Fun2WWYJ05	Fun2WWYJ06	Fun2WWYJ07	Fun2WWYJ08	Fun2WWYJ09	Fun2WWYJ10	Fun2WWYJ11	Fun2WWYJ12	Fun2WWYJ13	Fun2WWYJ14	Fun2WWYJ15	FunDMH6301	FunDMH6302	FunDMH6303	FunDMH6304	FunDMH6305	FunDMH6306	FunDMH6307	FunDMH6308	FunDMH6309	FunDMH6310	FunDMH6311	FunDMH6312	FunDMH6313	FunDMH6314	FunDMH6315	FunDMH63ZH01	FunDMH63ZH02	FunDMH63ZH03	FunDMH63ZH04	FunDMH63ZH05	FunDMH63ZH06	FunDMH63ZH07	FunDMH63ZH08	FunDMH63ZH09	FunDMH63ZH10	FunDMH63ZH11	FunDMH63ZH12	FunDMH63ZH13	FunDMH63ZH14	FunDMH63ZH15	FunDWYJ01	FunDWYJ02	FunDWYJ03	FunDWYJ04	FunDWYJ05	FunDWYJ06	FunDWYJ07	FunDWYJ08	FunDWYJ09	FunDWYJ10	FunDWYJ11	FunDWYJ12	FunDWYJ13	FunDWYJ14	FunDWYJ15	FunWMH6301	FunWMH6302	FunWMH6303	FunWMH6304	FunWMH6305	FunWMH6306	FunWMH6307	FunWMH6308	FunWMH6309	FunWMH6310	FunWMH6311	FunWMH6312	FunWMH6313	FunWMH6314	FunWMH6315	FunWMH63ZH01	FunWMH63ZH02	FunWMH63ZH03	FunWMH63ZH04	FunWMH63ZH05	FunWMH63ZH06	FunWMH63ZH07	FunWMH63ZH08	FunWMH63ZH09	FunWMH63ZH10	FunWMH63ZH11	FunWMH63ZH12	FunWMH63ZH13	FunWMH63ZH14	FunWMH63ZH15	FunWWYJ01	FunWWYJ02	FunWWYJ03	FunWWYJ04	FunWWYJ05	FunWWYJ06	FunWWYJ07	FunWWYJ08	FunWWYJ09	FunWWYJ10	FunWWYJ11	FunWWYJ12	FunWWYJ13	FunWWYJ14	FunWWYJ15
OTU_1032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	10	0	65	0	0	1	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1034	0	0	0	0	0	0	166	0	0	4	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	3	1	4	4	1	1	4	3	3	5	3	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	3	1	2	7	1	3	2	4	7	4	3	7	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	2	1	2	4	5	3	5	5	3	0	3	3	2
OTU_1036	0	0	0	0	0	0	4	1	0	0	1	46	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	2	75	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	11	4	0	3	0	0	0	0	0	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	5	0	0	0	2	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1039	2	2	4	2	3	3	5	1	6	0	1	0	15	2	4	5	4	0	2	4	3	6	0	4	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	6	4	1	1	2	3	1	1	0	4	2	2	0	1	1	1	2	2	1	3	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	2	5	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	1	0	1	0	1	3	0	2	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_104	8	21	29	79	35	50	118	20	105	132	33	201	85	38	42	41	53	8	46	22	896	121	36	62	39	21	33	29	14	28	2	15	37	204	134	11	41	36	27	29	56	112	10	34	53	20	26	14	51	31	9	76	150	31	219	82	45	139	553	5	36	78	50	163	69	31	40	89	22	14	643	503	14	6	12	15	24	30	62	11	12	22	110	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	6	6	2	1	3
OTU_1041	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	2	3	0	4	3	0	1	0	1	1	9	5	2	7	3	16	2	5	14	2	6	6	3	2	0	1	7	2	1	0	6	1	1	0	2	0	0	1	1	1	1	0	1	0	0	1	0	0	1	1	1	1	0	3	2	1	0	0	0	0	1	0	1	0	0	0	0	7	0	1	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU_1043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	45	2	18	4	22	89	43	21	3	5	11	15	181	181	237	3	25	10	26	190	71	15	254	17	135	350	87	24	76	2	0	0	0	1	0	0	7	0	1	0	29	0	28	7
OTU_1045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	8	0	0	1	8	0	0	0	0	17	3	2	1	0	3	0	10	0	3	16	0	0	1	0	0	4	0	7	0	7	0	0	6	4	1	0	4	5	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	13	0	5	0	0	0	3	0	5	0	7	1	0	0	0	2	0	0	0	5	0	0	3	0	23	0	0	0	0	0	3	0	2	12
OTU_1046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	5	1	7	3	8	3	0	2	7	4	4	1	10	3	2	1	2	6	0	5	0	7	2	0	2	4	3	1	0	0	5	0	2	1	4	3	1	28	4	8	0	2	7
OTU_1047	1	2	4	1	3	1	3	1	2	1	2	2	0	2	2	0	4	2	2	1	3	0	1	1	0	1	1	2	0	1	0	0	0	0	0	0	1	0	1	0	0	0	4	3	2	1	3	3	0	2	2	0	5	2	0	2	1	0	2	1	3	1	2	2	0	1	0	4	1	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	1	1	1	3	2	2	1	2	1	0	0	3	0	4	6	2	0	1	0	5	2	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	3	1	2	2	3	6	7	0	4	1	3	2	1	3	3	1	2	0	7	3	1	0	1	2	1	1	5	0	5	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0
OTU_105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	2	0	0	0	1100	0	0	0	0	0	0	0	0	71	5416	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1050	0	1	0	0	0	0	2	0	0	0	1	10	0	4	2	4	2	1	2	0	13	0	0	2	0	2	12	0	0	1	2	5	0	0	2	0	0	0	0	0	0	1	0	1	0	0	1	0	6	1	0	0	1	0	8	0	0	3	9	6	1	5	0	17	0	10	2	5	3	0	0	0	0	1	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	3	0	1	1	0	0	8	0	0	1	101	0	0	19	0	5	0	4	0	5	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1056	0	0	1	4	8	8	2	2	1	1	5	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	4	4	4	4	1	2	4	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	3	0	3	2	0	1	2	1	1	0	3	1	1	5	2	5	5	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	1	0	3	3	0	6	1	5	1	1	0	2	2	0	1	2	0	2	2	0	3	1	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1058	2	1	1	0	2	1	5	3	0	1	4	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	2	0	3	1	0	0	1	1	0	0	0	0	1	0	3	0	4	3	0	2	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	3	0	0	3	4	0	1	0	1	1	3	1	2	1	0	0	2	4	0	2	3	1	1	1	2	0	0	2	0	1	2	0	5	2	1	0	0	2	0	1	0	1	0	0	2	1	0	0	0	0	1	1	0	0	0	0	0	2	1	0	2	2	1	3	2	2	4	1	4	2	0	0	1	1	1	1	3	0	2	0	2	4	2	0	0	4	6	0	0	1	2	0	0	1	2	1	0	0	0	0	1	1
OTU_1059	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	2	0	0	1	0	3	0	0	0	0	1	3	0	0	0	0	0	1	0	0	0	0	0	1	1	76	0	0	0	0	2	0	4	4	0	0	0	0	0	2	4	1	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	12	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	3	0	0	0	0	0	1	8	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	2	0	2	4	0	0	2
OTU_106	15	2	4	8	0	0	14	11	92	0	0	3	0	24	1	2	5	43	33	0	0	0	2	229	9	0	84	1	1	9	7	0	0	0	10	0	0	0	35	1	7	6	43	1	11	0	0	1	6	392	31	1	41	4	0	3	1	0	3	17	1	0	0	11	34	1	4	0	5	0	126	8	0	0	0	0	0	0	0	3	1	0	19	3	0	16	0	0	0	4	8	0	0	5	0	0	1	2	3	5	64	8	0	0	0	0	1	29	0	3	0	0	1	2	47	5	13	17	0	0	135	24	0	6	2	9	8	7	11	21	0	3	0	1	454	4	0	1	21	3	40	2037	278	0	0	775	0	7	175	4	0	15	9	12	4	2	78	13	3	4	0	0	0	0	0	1	10	0	20	5	0	0	0	0
OTU_1060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	1	1	1	0	9	4	4	5	4	0	10	4	0	2	6	8	6	1	6	0	1	0	1	6	3	6	2	8	6	0	1	4	3	3	0	1	6	10	11	3	2	3	5	10
OTU_1061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	28	0	8	5	8	7	1	14	9	10	7	4	8	0	7	2	0	0	0	0	0	1	0	0	1	3	0	1	0	1	1	0	0	0	0	0	0	0	4	2	0	1	0	2	0	0	0	12	2	1	0	0	4	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	1	2	0	1	0	1	1	25	1	0	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	9	16	6	152	0	0	1	0	0	0	0	0	0	0	0	4	33	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_1066	0	0	1	0	2	2	1	0	0	1	1	1	2	1	0	1	4	0	1	2	1	2	1	0	1	1	2	1	1	0	1	0	2	1	0	1	0	0	1	0	0	2	1	0	0	0	1	2	4	3	2	2	1	0	1	2	0	1	1	0	0	1	2	2	1	1	4	1	0	0	0	1	2	1	1	0	0	1	1	0	2	0	0	2	2	0	1	1	0	0	1	1	1	2	0	2	0	1	0	0	1	1	0	0	1	1	2	0	1	2	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	2	0	0	0	2	0	1	3	1	1	0	1	1	1	1	1	0	2	2	0	1	1	0	0	0	1	1	2	1	0	0	1	1	1	0	0	0	4	0	1	0	0	1	0	0
OTU_1067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	13	4	2	0	2	2	37	5	2	2	6	3	6	2	2	0	4	4	1	11	2	1	1	2	3	2	0	7	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2	5	0	1	0	0	0	2	1	1	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1070	1	0	0	5	0	1	3	0	3	0	0	0	1	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	1	1	0	0	0	5	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	1	2	1	1	0	0	3	1	1	2	3	0	2	4	19	11	7	19	8	1	9	0	0	5	0	17	1	6	2	0	3	0	0	0	0	0	3	0	0	0	0	1	2	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	3	0	3	2	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2
OTU_1071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	1	0	0	7	0	0	7	0	0	0	1	0	0	0	7	0	0	0	0	4	0	0	0	0	1	13	0	3	0	0	2	0	47	7	3	2	6	1	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	6	0	0	0	0	0	0	0	0	0	9	0	0	0	2	0	8	1	0	0	0	0	9	0
OTU_1073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	13	0	1	3	1	2	3	0	0	2	0	18	1	3	3	0	0	0	5	6	0	0	4	2	3	2	0	0	0	1	0	0	0	2	2	0	1	0	1	1	0	0	3	1	0	0	3	3	6	0	0	4	0	29	0	0	0	1	0	3	0	0	0	1	1	0	4	0	4	0	0	0	0	0	1	0	0	1	0	1	3	0	1	0	0	0
OTU_1075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	3	2	3	6	2	0	8	7	6	5	13	19	2	3	2	0	7	1	5	1	1	15	0	1	5	2	2	0	0	1	1	0	1	2	5	1	3	2	0	6	1	3
OTU_1076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	3	0	3	1	2	0	0	0	0	2	5	0	0	0	3	0	0	3	0	0	4	1	0	0	0	3	1	4	5	2	0	1	1	0	0	3	5	1	2	5	0	3	6	11	4	6	0	4	2	0	0	0	1	2	4	3	0	3	0	9	1	0	1	1	0	0	2	4	1	2	0	4	1	0	1	0	1	0	0	2	0	1	0	0	4	0
OTU_1077	33	0	3	8	2	11	0	0	0	5	0	6	0	0	0	0	0	0	0	0	0	0	4	0	0	0	6	0	2	2	0	0	0	0	0	0	0	0	5	0	0	1	2	2	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	5	1	5	0	0	2	0	1	0	9	22	3	0	3	1	3	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	3	5	3	4	0	13	1	3	5	6	4	2	6	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	9	9	7	4	9	5	8	5	5	6	4	7	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	3	3	1	3	2	2	3	2	1	3	5	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	3	10	0	4	1	6	8	4	4	1	6	6	3
OTU_108	12	10	32	188	19	228	205	20	148	60	1	28	9	2	21	1	2	8	46	0	18	14	24	0	3	1	26	15	3	10	2	2	0	4	9	3	2	1	17	6	5	8	4	9	8	9	5	0	21	17	2892	28	28	15	1	18	6	6	17	8	4	10	3	10	21	16	0	20	16	7	70	40	5	6	10	16	5	9	99	16	3	7	14	2	0	8	10	25	5	7	60	14	19	0	8	2	8	0	10	12	23	7	14	783	29	12	2	36	4	7	14	18	2	32	82	31	32	29	2	22	30	53	7	39	52	21	14	53	17	6	2	32	0	9	19	0	26	6	4	2	4	11	47	12	0	13	66	0	1	3	10	3	4	7	1	5	10	4	0	2	0	0	0	1	0	0	10	2	25	9	1	27	8	3
